ID,Date,SalePrice,PropertyID,PropertyType,Bedrooms,Bathrooms,SqFtTotLiving,SqFtLot,YrBuilt
25298,2/13/06,206950,9268710450,Single Family,2,2.5,1390,1302,1986
25299,6/23/09,399800,9268850030,Townhouse,3,2.25,1620,1075,2009
25300,5/20/09,409800,9268850040,Townhouse,3,2.25,1620,1425,2009
25301,11/6/09,325000,9268850050,Townhouse,3,2.5,1540,1237,2009
25302,6/30/09,399950,9268850070,Townhouse,3,2.25,1620,1058,2009
25303,11/3/09,320000,9268850270,Townhouse,3,2.5,1540,1237,2009
25304,11/25/09,400000,9268850280,Townhouse,3,3.25,1850,1508,2009
25305,4/7/10,369950,9268850290,Townhouse,3,2.25,1620,1057,2009
25306,2/15/13,669950,9268850770,Single Family,5,3.5,2830,2714,2013
25307,4/23/13,604950,9268850860,Single Family,5,3.25,2710,2356,2013
25308,12/15/11,489950,9268850940,Single Family,4,3.25,2600,2074,2011
25309,10/21/11,539950,9268850980,Single Family,4,3,2510,2354,2011
25310,9/19/11,565000,9268851020,Single Family,4,3.5,2340,2810,2011
25311,8/25/10,484000,9268851160,Single Family,4,3,1930,2090,2010
25312,4/29/10,472500,9268851220,Single Family,3,2.5,2170,2232,2010
25313,5/26/09,479800,9268851270,Single Family,3,2.5,2170,1984,2009
25314,10/30/12,427146,9268851300,Townhouse,3,3.25,1870,1499,2012
25315,12/19/12,385000,9268851320,Townhouse,3,2.25,1620,997,2012
25316,10/30/12,369000,9268851380,Townhouse,3,2.25,1620,998,2012
25317,4/3/15,461000,9268851380,Townhouse,3,2.25,1620,998,2012
25318,3/6/12,276126,9268851410,Townhouse,3,2,1270,1068,2011
25319,6/6/11,369950,9268851430,Townhouse,3,2.25,1620,998,2011
25320,4/7/11,369950,9268851440,Townhouse,3,2.25,1620,997,2011
25321,4/5/11,346707,9268851460,Townhouse,3,2.75,1540,1104,2011
25322,6/10/11,375800,9268851490,Townhouse,3,2.25,1620,997,2011
25323,7/6/11,395000,9268851510,Townhouse,3,3.5,1850,1406,2011
25324,9/26/11,390000,9268851570,Townhouse,3,3.25,1850,1405,2011
25325,11/4/11,420000,9268851630,Townhouse,3,3.25,1540,1487,2011
25326,6/4/14,520000,9268851630,Townhouse,3,3.25,1540,1487,2011
25327,10/21/09,490000,9268851670,Single Family,3,2.5,2170,1984,2008
25328,3/11/10,450000,9268851680,Single Family,3,2.5,2134,1984,2008
25329,4/17/09,489800,9268851710,Single Family,3,2.5,2130,1984,2008
25330,11/24/08,552800,9268851720,Single Family,3,2.5,2170,2046,2008
25331,7/30/09,529800,9268851740,Single Family,3,2.5,2390,1984,2008
25332,5/28/09,545000,9268851760,Single Family,3,2.5,2390,1984,2008
25333,3/22/12,524950,9268851760,Single Family,3,2.5,2390,1984,2008
25334,11/17/10,349950,9268851800,Townhouse,3,2.25,1620,998,2010
25335,4/7/11,279950,9268851830,Townhouse,3,1.75,1540,1068,2010
25336,2/14/11,385000,9268851850,Townhouse,3,3.25,1850,1406,2010
25337,9/28/10,349950,9268851860,Townhouse,3,2.25,1620,997,2010
25338,9/18/14,425000,9268851860,Townhouse,3,2.25,1620,997,2010
25339,6/21/10,419950,9268851880,Townhouse,3,2.5,1870,1487,2010
25340,6/20/10,349950,9268851890,Townhouse,3,1.75,1540,1104,2010
25341,2/17/06,249000,9269100050,Single Family,4,2.25,1760,10391,1998
25342,10/13/06,292000,9269100050,Single Family,4,2.25,1760,10391,1998
25343,8/25/08,379950,9269200150,Single Family,1,1.75,1440,4920,1923
25344,12/6/06,357650,9269200205,Single Family,3,2,1920,5535,1943
25345,4/25/06,355000,9269200340,Single Family,4,1.75,1970,5160,1942
25346,2/2/06,310000,9269200500,Single Family,2,1,940,4920,1951
25347,11/5/12,539000,9269200505,Single Family,3,2.5,2220,4920,2012
25348,3/7/08,330000,9269200550,Single Family,3,1,940,4920,1926
25349,8/19/10,249900,9269200650,Single Family,2,1,720,4920,1941
25350,4/15/09,322000,9269200670,Single Family,2,1,1120,4920,1941
25351,3/19/08,275000,9269200690,Single Family,2,1,670,4920,1941
25352,10/26/11,340000,9269200705,Single Family,5,3.5,2660,4920,1941
25353,7/5/07,429500,9269200786,Single Family,4,1.5,1850,6125,1945
25354,2/21/08,355000,9269200831,Single Family,3,1.75,1580,6125,1945
25355,4/18/14,389000,9269200960,Single Family,3,1,1480,6820,1953
25356,12/15/06,477000,9269260040,Single Family,4,2.5,2160,5788,2000
25357,12/12/06,485000,9269260130,Single Family,4,2.5,2160,5265,2000
25358,12/2/08,430000,9269260240,Single Family,4,2.25,2680,5439,2000
25359,6/20/07,510000,9269260360,Single Family,4,2.5,2680,5668,2000
25360,4/24/06,535000,9269270060,Single Family,4,2.5,2320,8219,1995
25361,8/22/11,535000,9269270130,Single Family,5,2.5,3350,9999,1994
25362,6/29/07,304950,9269750630,Single Family,3,1.75,1400,7699,1986
25363,7/13/11,242000,9269750760,Single Family,4,2.25,1930,10128,1986
25364,10/25/07,925000,9270200075,Single Family,3,3.5,2780,3600,2007
25365,12/3/12,647000,9271200045,Single Family,4,2.5,2660,12464,1956
25366,1/20/10,469118,9272200430,Single Family,4,1.5,1770,2650,1904
25367,6/14/06,675000,9272200800,Single Family,3,1,1880,4750,1939
25368,5/22/13,1108000,9272200940,Single Family,3,3.5,3030,3800,2013
25369,12/1/08,568000,9272201300,Townhouse,3,2,1290,1908,2007
25370,4/15/10,439500,9272201310,Townhouse,3,2,1580,1235,2007
25371,1/22/14,499500,9272201310,Townhouse,3,2,1580,1235,2007
25372,9/21/10,428500,9272201316,Townhouse,3,2,1580,807,2007
25373,4/25/08,625000,9272201318,Townhouse,3,2,1580,1972,2007
25374,10/9/09,1090000,9272201455,Single Family,5,3,4120,6600,1906
25375,9/10/12,457500,9272201537,Townhouse,3,2.5,1630,1501,2002
25376,10/21/09,327000,9272201708,Townhouse,2,2.5,980,826,2009
25377,5/1/07,730000,9272201790,Single Family,4,1.5,1880,4800,1929
25378,3/15/06,539000,9272201915,Single Family,2,1,1090,4967,1907
25379,2/22/06,1150000,9272201990,Single Family,4,2.5,3750,6000,1914
25380,1/18/06,386450,9272202220,Single Family,2,1,1060,2013,1903
25381,4/5/07,799950,9274200007,Townhouse,3,3.25,2130,1193,2006
25382,3/8/11,274250,9274200028,Townhouse,3,2.5,1070,1089,2009
25383,3/20/06,489700,9274200085,Single Family,5,1,1500,3400,1906
25384,10/4/07,590000,9274200085,Single Family,5,1,1500,3400,1906
25385,3/5/14,419000,9274200261,Townhouse,2,1.75,1260,1037,2013
25386,8/1/08,600000,9274200320,Townhouse,3,2.5,1740,1280,2008
25387,5/29/12,450000,9274200320,Townhouse,3,2.5,1740,1280,2008
25388,12/19/12,450000,9274200320,Townhouse,3,2.5,1740,1280,2008
25389,12/18/09,470000,9274200321,Townhouse,3,2.5,1680,934,2008
25390,3/27/09,855000,9274200365,Single Family,4,2.75,2880,5750,1928
25391,8/20/08,398050,9274200540,Single Family,3,1,1340,2970,1927
25392,6/9/06,538950,9274200735,Single Family,4,1.75,2190,5060,1950
25393,6/28/13,975000,9274200755,Single Family,5,3.5,2750,5175,2013
25394,5/21/13,725000,9274201006,Single Family,4,2.5,2650,4316,1905
25395,10/20/10,354000,9274201140,Single Family,3,1,1600,4312,1902
25396,4/6/11,440000,9274201535,Single Family,2,2,1220,3360,1908
25397,2/13/06,500000,9274201900,Single Family,3,1.5,1520,4220,1929
25398,5/24/11,208000,9274202270,Single Family,2,1.5,1490,5750,1900
25399,7/22/12,492750,9274202270,Single Family,2,1.5,1490,5750,1900
25400,12/3/09,450000,9274202310,Single Family,2,1,1340,3025,1928
25401,6/9/11,590000,9274202620,Single Family,3,1.75,1850,2860,1931
25402,10/2/06,485000,9274202840,Single Family,2,2,1250,2849,1919
25403,6/18/08,648800,9274202885,Single Family,3,1.75,1320,5750,1918
25404,8/16/06,475000,9274202955,Single Family,4,3.25,2700,4590,1914
25405,4/27/07,637500,9274202985,Single Family,3,2.5,2260,3795,1910
25406,5/13/13,650000,9274202985,Single Family,3,2.5,2260,3795,1910
25407,3/3/11,716788,9274203036,Single Family,3,3.25,2950,4446,2001
25408,6/4/07,1139000,9274203300,Single Family,4,2.5,2860,3450,1900
25409,6/15/06,725000,9274203320,Single Family,4,2.25,2370,4400,1929
25410,3/5/08,532000,9274203390,Single Family,2,1.75,1540,4025,1908
25411,6/23/08,485000,9274203885,Single Family,3,2,1470,3125,1905
25412,3/27/12,355500,9274203885,Single Family,3,2,1470,3125,1905
25413,7/26/07,735000,9274204110,Single Family,4,1.75,2420,4800,1948
25414,7/9/14,410000,9274204230,Single Family,3,1.75,1660,6250,1980
25415,5/30/07,558000,9274204610,Single Family,3,1,1520,2875,1922
25416,5/15/13,1180000,9275700016,Single Family,4,2.5,3160,4620,1917
25417,8/25/09,1180000,9275701235,Single Family,4,3.5,3630,5679,2006
25418,3/19/07,449000,9275701915,Single Family,2,2,1890,3360,1925
25419,3/28/12,427000,9275701915,Single Family,2,2,1890,3360,1925
25420,11/17/10,600000,9275701960,Single Family,4,3.5,3380,3700,1971
25421,3/7/06,870000,9275702020,Single Family,3,2.75,3320,5313,1948
25422,8/1/06,765000,9275702375,Single Family,4,3.5,3500,5000,1947
25423,12/18/09,940000,9275702405,Single Family,3,1.75,3610,8502,1930
25424,4/19/06,545000,9276200485,Single Family,4,1,1700,5290,1921
25425,12/28/06,825000,9276200565,Single Family,4,3.5,3060,5402,2006
25426,4/13/07,785000,9276200569,Single Family,4,3.5,2730,3047,2006
25427,11/7/06,437000,9276200706,Single Family,2,1.75,1650,4550,1948
25428,12/15/06,377500,9276200875,Single Family,3,1.75,1320,3700,1923
25429,1/18/08,440000,9276201190,Single Family,4,2.75,2050,3960,1986
25430,10/9/07,399950,9276201305,Single Family,3,1.5,1070,4950,1907
25431,5/31/06,476000,9276201420,Single Family,2,1,990,5500,1949
25432,11/15/07,800000,9276201445,Single Family,4,2.25,3040,5500,1909
25433,4/4/06,505500,9276201525,Single Family,4,2,2130,5500,1960
25434,11/4/10,260000,9276202090,Single Family,3,3,2670,5491,2011
25435,4/24/07,552000,9276202130,Single Family,3,2.5,1710,2875,2006
25436,5/11/10,396500,9277700070,Single Family,3,2,1210,6720,1952
25437,6/22/10,303000,9278200025,Single Family,1,1,740,6075,1920
25438,5/31/06,1020000,9279200231,Single Family,3,1.75,2780,6221,1954
25439,4/23/08,725000,9279200280,Single Family,3,2,1820,5000,1941
25440,4/6/10,516000,9279200290,Single Family,3,1.75,2180,5000,1947
25441,12/4/07,1525000,9279700013,Single Family,3,3,3460,5353,2007
25442,1/18/06,799000,9279700020,Single Family,4,2.25,2870,5550,1928
25443,8/24/08,449000,9280200030,Single Family,2,1.5,1590,4500,1946
25444,4/21/08,423000,9281200080,Single Family,2,1,1200,5000,1949
25445,4/25/07,849000,9281200110,Single Family,4,3.5,3740,3943,2006
25446,7/16/10,599950,9281700160,Single Family,4,1.5,2020,4350,1927
25447,3/29/15,203000,9282800065,Single Family,3,1.75,1190,6000,1952
25448,6/12/06,414750,9282800205,Single Family,4,2,2170,6000,1952
25449,4/11/12,203000,9282800295,Single Family,4,1.75,1820,6000,1955
25450,6/15/06,305000,9282800305,Single Family,5,2,1920,6000,1944
25451,1/9/06,207325,9282800480,Single Family,3,1,1140,6000,1947
25452,4/13/06,243300,9282800680,Single Family,2,1,680,6000,1947
25453,2/21/07,562000,9282800930,Single Family,4,3.25,3380,10000,1950
25454,6/26/06,427000,9282801150,Single Family,5,2.5,2640,7500,1979
25455,10/14/09,345000,9282801405,Single Family,4,3,2490,7500,1985
25456,5/8/06,515000,9282801600,Single Family,3,2.5,2230,6000,1954
25457,1/11/07,405000,9282801990,Single Family,4,1.75,2080,6154,1943
25458,3/6/06,170000,9283800190,Single Family,4,2.75,3420,19118,2007
25459,8/2/13,260000,9283800220,Single Family,0,1,930,16216,1955
25460,6/24/08,788000,9283800345,Single Family,4,2.25,3290,14819,1952
25461,3/22/06,287500,9284800844,Single Family,4,1,1030,5750,1971
25462,12/27/06,316250,9284801095,Single Family,4,2,1350,5750,1981
25463,9/26/06,300000,9284801165,Single Family,3,2,1060,5750,1981
25464,10/11/07,465500,9284801435,Single Family,4,1.75,1820,5750,1962
25465,9/24/08,224000,9284801525,Single Family,1,1,430,4830,1926
25466,6/26/06,419000,9284801915,Single Family,4,2,2020,5750,1928
25467,3/10/10,360000,9284801985,Single Family,5,3.5,3880,5750,2008
25468,7/28/08,325000,9284802045,Single Family,2,1,970,5750,1932
25469,7/10/09,490000,9285800015,Single Family,4,1.75,2120,4567,1927
25470,4/5/06,975000,9285800185,Single Family,4,3.5,3200,5000,2005
25471,1/7/10,369000,9285800240,Single Family,2,1,1110,5000,1926
25472,5/24/07,470000,9285800255,Single Family,3,1.75,1520,5000,1940
25473,3/28/13,472500,9285800475,Single Family,3,2.5,2020,5000,1977
25474,12/12/07,457000,9285800515,Single Family,4,1.75,1820,4048,1927
25475,7/3/07,410000,9285800531,Single Family,3,1.5,1800,5500,1939
25476,4/17/06,355000,9285800595,Single Family,2,2,1480,2796,1928
25477,7/6/07,570000,9285800615,Single Family,3,2,1310,5000,1928
25478,2/27/06,330000,9285800705,Single Family,3,2,1770,4880,1918
25479,8/14/06,352000,9285800920,Single Family,3,1.75,1210,5202,1943
25480,8/10/07,651500,9285801015,Single Family,3,1.75,2140,7923,1945
25481,4/6/09,1025000,9286000140,Single Family,6,4,5250,20357,1998
25482,4/13/07,1100000,9286000350,Single Family,5,3.5,4860,10956,1999
25483,4/12/06,540000,9286100010,Single Family,3,2.5,2170,3567,2000
25484,4/7/06,420000,9286100200,Single Family,3,2.5,1670,2589,2000
25485,8/7/06,630000,9286700080,Single Family,4,2.75,3380,12000,1977
25486,11/28/06,425000,9286800056,Single Family,3,1.75,2210,8814,1954
25487,6/5/07,928000,9287800135,Single Family,5,3.25,3070,5000,2006
25488,10/9/07,515000,9287800365,Single Family,4,2.25,2400,5000,1926
25489,1/10/08,412000,9287800940,Single Family,2,1,1250,3500,1916
25490,11/22/10,720000,9287801080,Single Family,4,2,1940,4000,1911
25491,4/20/07,499000,9287801455,Single Family,2,1,1000,4956,1916
25492,3/19/07,453000,9287801795,Single Family,3,1,1350,4908,1916
25493,8/22/06,860000,9287802065,Single Family,4,2,2440,5000,1954
25494,8/6/10,497000,9288900160,Single Family,4,2.25,2470,8473,1983
25495,1/19/06,450400,9288900190,Single Family,3,2.25,2080,7640,1983
25496,3/21/06,401550,9289000040,Single Family,4,1.75,1670,9950,1960
25497,5/21/12,474500,9290800050,Single Family,3,1.75,2570,14033,1953
25498,6/12/08,955000,9290850060,Single Family,4,2.5,3170,32430,1989
25499,6/17/10,880000,9290850170,Single Family,4,2.5,3490,35924,1989
25500,7/8/09,850000,9290850270,Single Family,4,2.5,4040,38052,1989
25501,4/19/07,1229302,9290850310,Single Family,4,2.5,3970,35926,1989
25502,7/21/08,983500,9290850740,Single Family,4,2.5,4270,43386,1991
25503,3/24/06,539950,9290860080,Single Family,4,2.5,2860,6542,2005
25504,2/2/06,484950,9290860100,Single Family,4,2.5,2440,4556,2005
25505,4/4/06,489950,9290860190,Single Family,4,2.5,2440,6945,2005
25506,3/30/06,491890,9290860200,Single Family,3,2.5,2260,6726,2005
25507,11/2/06,510000,9290860350,Single Family,3,2.5,2260,5733,2005
25508,10/9/07,834500,9290870080,Single Family,4,2.5,3180,43388,1994
25509,7/24/06,875000,9290870180,Single Family,4,2.5,3400,35053,1995
25510,7/13/11,1425000,9290900050,Single Family,4,2.5,3260,18074,1969
25511,4/17/08,1870000,9290900070,Single Family,5,3,3530,22284,1973
25512,5/14/15,1455000,9290900130,Single Family,4,2.75,3210,20278,1967
25513,9/18/07,306000,9292000350,Single Family,3,1.75,1400,14433,1968
25514,1/20/10,695751,9293000170,Single Family,5,2.5,3410,4726,2007
25515,5/1/09,605000,9294300070,Single Family,4,2,1820,5000,1945
25516,12/11/07,760000,9294300235,Single Family,4,2,2210,5000,1947
25517,9/13/06,849500,9294300315,Single Family,3,2,2340,7840,1950
25518,3/30/11,1280000,9294300430,Single Family,4,4,3150,5650,1949
25519,10/25/07,1065000,9294300770,Single Family,4,2.75,3190,6507,1951
25520,3/27/09,828000,9295100160,Single Family,3,3.25,4620,7553,2004
25521,5/22/06,975000,9297300025,Single Family,3,3.5,3600,4000,2006
25522,5/28/08,975000,9297300060,Single Family,3,2.75,2720,6700,1987
25523,5/16/06,330000,9297300111,Single Family,4,2.5,2170,4000,1931
25524,1/18/11,293000,9297300131,Single Family,4,1.75,1750,7722,1949
25525,12/3/07,855000,9297300220,Single Family,4,3.25,3150,4000,1925
25526,9/14/06,535000,9297300255,Single Family,3,3,2110,4000,1965
25527,10/31/06,539000,9297300335,Single Family,3,2,1590,4510,1926
25528,2/11/10,399950,9297300465,Single Family,2,1,2040,4000,1926
25529,3/12/07,410000,9297300470,Single Family,4,1.5,1390,4000,1945
25530,7/3/06,485000,9297300475,Single Family,3,1,1460,4000,1926
25531,6/25/08,387500,9297300500,Single Family,2,1,870,4000,1950
25532,10/7/08,502000,9297300615,Single Family,3,2,1880,3387,1955
25533,8/5/09,480000,9297300740,Multiplex,6,5.25,3600,3960,1971
25534,7/18/08,404950,9297300851,Townhouse,3,1.75,1290,1037,2008
25535,1/21/09,373000,9297300857,Townhouse,3,2,1390,1674,2008
25536,6/19/07,345000,9297300975,Single Family,3,1,760,4800,1941
25537,1/11/06,322075,9297301015,Single Family,3,1.75,1750,4800,1927
25538,2/23/12,270000,9297301050,Single Family,3,2.25,1510,4800,1925
25539,5/30/07,420000,9297301175,Single Family,3,1.5,1500,4000,1953
25540,3/30/12,360000,9297301255,Single Family,2,1.5,1420,4400,1925
25541,8/31/06,449950,9297301475,Single Family,3,1.75,1740,3630,1940
25542,8/6/13,435000,9297301505,Single Family,4,1.75,2000,4000,1926
25543,11/17/08,335000,9297301580,Single Family,3,1.75,1560,4049,1926
25544,3/24/06,392500,9297301751,Single Family,3,1.75,1740,4860,1951
25545,12/6/10,369000,9297302031,Townhouse,3,3.25,1560,1345,2009
25546,9/28/06,327000,9297800010,Single Family,3,1,1460,4840,1941
25547,3/26/10,380000,9297800110,Single Family,4,2.75,2420,4840,1928
25548,12/18/07,339200,9297800115,Single Family,3,2,1460,4840,1932
25549,11/28/06,1000000,9301300215,Townhouse,3,3.25,2420,1923,2006
25550,8/10/12,849000,9301300215,Townhouse,3,3.25,2420,1923,2006
25551,10/18/06,1020000,9301300217,Townhouse,3,3.25,2420,1982,2006
25552,11/16/06,632500,9301300230,Multiplex,3,3,2450,2890,1907
25553,7/20/10,1150000,9301300270,Townhouse,3,3,3180,2758,2008
25554,7/10/08,415000,9301300751,Townhouse,3,1.5,1200,890,2008
25555,3/9/06,450000,9301300792,Townhouse,2,1.5,1070,1103,2002
25556,5/30/06,539000,9304300165,Single Family,4,1.75,2540,7800,1924
25557,11/7/07,750000,9304400010,Single Family,4,2.5,3240,35083,1978
25558,9/24/12,321195,9306500060,Single Family,4,2.5,1960,4567,2012
25559,12/26/12,364255,9306500170,Single Family,4,2.5,2240,7629,2012
25560,2/4/13,371715,9306500200,Single Family,3,3,2500,6000,2012
25561,3/12/07,441000,9307300055,Single Family,2,1,840,4100,1926
25562,3/23/09,423000,9307300055,Single Family,2,1,840,4100,1926
25563,12/16/10,325700,9307300060,Single Family,4,1.75,1850,4100,1926
25564,10/27/06,407500,9307300090,Single Family,6,2,2170,4100,1926
25565,12/22/06,975000,9313900015,Single Family,4,1.75,2100,13200,1952
25566,11/11/08,1200000,9313900015,Single Family,4,1.75,2100,13200,1952
25567,4/24/13,1218000,9313900015,Single Family,4,1.75,2100,13200,1952
25568,8/13/13,1225000,9313900015,Single Family,4,1.75,2100,13200,1952
25569,1/29/07,440000,9314900140,Single Family,5,2.5,3250,9010,1962
25570,8/1/06,300000,9315300170,Single Family,3,2.25,1520,9120,1991
25571,7/6/07,799950,9319800045,Single Family,4,2.5,2940,5000,2007
25572,8/21/07,780000,9319800050,Single Family,4,2.5,2650,5000,2007
25573,4/21/15,790000,9319800050,Single Family,4,2.5,2650,5000,2007
25574,8/2/13,222000,9320000030,Single Family,3,1,1380,8650,1967
25575,7/24/07,1925000,9320100090,Single Family,5,3.25,5270,17232,1977
25576,11/2/06,392000,9320120010,Single Family,3,2.25,1520,5159,1996
25577,3/23/11,900000,9320200050,Single Family,4,2.75,2930,25697,1964
25578,6/16/11,1790000,9320300100,Single Family,4,5.25,4920,17969,1965
25579,4/17/07,545000,9320350010,Single Family,4,3,2330,7578,2003
25580,7/18/07,540000,9320350020,Single Family,4,3,2330,3497,2003
25581,3/2/07,530000,9320350130,Single Family,3,3,2330,4284,2004
25582,3/14/07,530000,9320350140,Single Family,3,3,2330,4744,2003
25583,12/26/13,475000,9320350230,Single Family,4,3.25,2421,3588,2001
25584,3/24/15,200500,9320600170,Single Family,3,2,1280,14972,1963
25585,11/16/06,322450,9320600230,Single Family,4,2.5,1530,9620,1963
25586,11/3/06,318000,9320870080,Single Family,4,2.25,1500,7285,1978
25587,4/27/06,189950,9320900720,Townhouse,3,1,950,3400,1978
25588,2/15/06,155000,9320900970,Townhouse,2,1,780,1190,1976
25589,9/14/06,50500,9320901080,Townhouse,3,1,1120,1190,1977
25590,2/15/06,157000,9320901120,Townhouse,3,1,900,2380,1977
25591,2/23/07,176000,9320901250,Townhouse,3,1,900,2550,1978
25592,6/8/06,126000,9320901340,Townhouse,3,1,900,3230,1969
25593,12/15/11,275000,9320990090,Single Family,3,2.5,1730,4004,1999
25594,9/27/07,469500,9321000200,Single Family,4,2.75,2560,13104,1969
25595,10/27/11,745000,9322800165,Single Family,3,2.5,1920,9904,2006
25596,11/8/07,845000,9322800245,Single Family,3,1.5,2980,11690,1944
25597,12/1/09,640000,9322800270,Single Family,3,2,2070,7130,1950
25598,1/19/06,252000,9324320020,Single Family,3,2,1660,9826,1989
25599,12/4/14,129000,9324320030,Single Family,3,1.75,1690,9826,1988
25600,11/13/06,345000,9324320040,Single Family,4,2.5,2240,9826,1988
25601,9/26/06,408000,9324800110,Single Family,3,1.75,1720,8102,1940
25602,11/3/06,365000,9324800180,Single Family,4,1.75,1430,8137,1934
25603,2/26/09,520000,9324800220,Single Family,4,2.5,2070,8127,1924
25604,2/21/14,325000,9324800380,Single Family,4,2,2190,8116,1947
25605,1/15/10,750000,9324800620,Single Family,4,4,4430,8100,1957
25606,9/11/09,655000,9324800735,Single Family,4,2.5,2230,10025,1984
25607,5/21/07,331200,9325800075,Single Family,3,2,990,7070,1950
25608,12/27/06,215000,9325800110,Single Family,2,1,760,6000,1950
25609,10/1/07,325000,9325800110,Single Family,2,1,760,6000,1950
25610,8/19/08,595000,9328500310,Single Family,4,2.25,2090,7070,1974
25611,5/25/12,463000,9328500350,Single Family,5,2.25,2250,10028,1974
25612,6/23/08,453000,9329300040,Single Family,3,1.75,1550,7820,1981
25613,3/10/09,624950,9329300130,Single Family,4,3.5,3840,7207,2008
25614,11/4/09,289950,9329300180,Single Family,3,1,1030,6809,1980
25615,2/23/11,263555,9329300180,Single Family,3,1,1030,6809,1980
25616,4/25/14,329950,9329300180,Single Family,3,1,1030,6809,1980
25617,2/25/09,510000,9329600200,Single Family,3,2.5,2320,13320,1984
25618,9/1/06,268000,9331800580,Single Family,2,1,1000,3700,1929
25619,4/11/07,700000,9332800290,Single Family,4,1.75,1890,10408,1966
25620,10/20/11,211500,9344100020,Townhouse,3,1.75,1050,586,2009
25621,9/14/11,216500,9344100030,Townhouse,3,1.75,960,1441,2009
25622,9/14/11,221500,9344100090,Townhouse,2,1.5,730,805,2009
25623,3/10/10,285000,9344100120,Townhouse,2,1.5,730,1554,2009
25624,10/17/12,749000,9345400020,Single Family,3,3.25,2620,4200,1908
25625,1/24/14,735000,9345400020,Single Family,3,3.25,2620,4200,1908
25626,3/29/06,650000,9345400125,Single Family,4,2.5,2740,5000,2013
25627,3/27/06,1320000,9345400210,Single Family,5,5,5940,5000,1909
25628,4/13/07,1490000,9345400210,Single Family,5,5,5940,5000,1909
25629,5/23/07,715000,9345400295,Single Family,4,2,2240,6000,1931
25630,7/27/07,829650,9345400310,Single Family,4,2.5,3090,6200,1920
25631,9/1/06,619000,9345400325,Single Family,4,2.5,2510,4350,1923
25632,8/15/06,500000,9345400395,Single Family,5,3,2540,4450,1919
25633,4/5/07,554000,9346100050,Single Family,3,2.5,2340,10887,1988
25634,8/15/06,257700,9346500020,Single Family,3,1,1271,9600,1967
25635,9/18/06,273000,9346500180,Single Family,3,1,1130,9900,1967
25636,2/21/13,180000,9346500180,Single Family,3,1,1130,9900,1967
25637,2/28/08,500000,9346900170,Single Family,4,2.25,2330,7020,1973
25638,6/3/10,442000,9346900370,Single Family,3,2.5,2230,7505,1974
25639,4/10/06,499950,9346900440,Single Family,5,2.5,2850,12800,1972
25640,3/15/12,485000,9346910230,Single Family,4,2.25,2420,7150,1973
25641,10/22/08,550000,9346920070,Single Family,3,1.75,1930,10183,1975
25642,4/27/10,500000,9346920270,Single Family,4,2.25,1960,7562,1976
25643,5/31/12,405000,9346920370,Single Family,4,2.5,2610,6930,1976
25644,8/23/07,749950,9346920430,Single Family,4,3,2680,12977,1975
25645,1/3/06,529000,9346920490,Single Family,4,2.25,2200,10635,1978
25646,3/22/07,645000,9346930250,Single Family,4,2.25,2290,9546,1976
25647,9/23/10,525000,9346930250,Single Family,4,2.25,2290,9546,1976
25648,3/18/08,615000,9346940210,Single Family,4,2.25,2130,7132,1976
25649,8/15/06,517257,9346960070,Single Family,4,2.25,2190,12504,1978
25650,7/30/08,545000,9346980140,Single Family,3,1.75,1920,7400,1977
25651,8/17/06,550000,9347000020,Single Family,4,2,2310,8009,1950
25652,10/26/07,680000,9347000040,Single Family,4,2.5,2400,7267,1993
25653,11/14/12,265723,9347300010,Single Family,3,2.5,1960,3540,2012
25654,9/26/12,249990,9347300070,Single Family,4,2.5,1880,3825,2012
25655,5/5/11,268114,9347300160,Single Family,3,2.5,1780,4077,2011
25656,11/8/11,359000,9347600080,Single Family,3,2.5,2320,5829,2000
25657,8/30/06,322500,9347900060,Single Family,3,1,880,7200,1967
25658,5/11/06,270000,9347900200,Single Family,3,1,880,8160,1967
25659,4/14/10,474000,9348500080,Single Family,3,2.5,2410,9600,1987
25660,3/1/06,899950,9348700120,Single Family,4,3.5,3530,6210,2005
25661,1/17/06,949950,9348700140,Single Family,5,3.5,3840,6204,2005
25662,5/15/08,900000,9348700150,Single Family,4,3.25,3280,6739,2005
25663,5/18/09,775000,9348700170,Single Family,3,2.5,3000,6300,2008
25664,4/28/09,640000,9348700210,Single Family,4,2.5,2970,7999,2007
25665,12/27/07,1049950,9348700280,Single Family,4,3.25,3600,6313,2007
25666,5/2/09,875000,9348700340,Single Family,3,2.5,3290,7630,2007
25667,3/24/08,999950,9348700350,Single Family,4,3.25,3600,6184,2007
25668,9/20/06,1100950,9348700450,Single Family,4,3.5,3560,7178,2006
25669,10/1/09,358300,9348900195,Single Family,5,4,2440,13140,1969
25670,3/28/06,210000,9352900010,Multiplex,4,2,1510,4071,1955
25671,11/28/06,395000,9352900020,Multiplex,6,2,2740,4932,1920
25672,4/26/07,347000,9352900020,Multiplex,6,2,2740,4932,1920
25673,8/14/06,362000,9352900130,Multiplex,4,2,1430,5132,1962
25674,3/29/06,277000,9352900140,Townhouse,3,2.5,1480,1098,2007
25675,7/25/06,305000,9352900195,Single Family,2,1,900,2536,1949
25676,11/12/09,210000,9352900200,Townhouse,3,2.5,1320,955,2009
25677,12/21/09,206000,9352900204,Townhouse,3,2.5,1300,1406,2009
25678,1/13/06,400000,9352900210,Townhouse,2,1.5,1170,1003,2007
